InspectionURL,Status,IndexVerdict,CoverageState,Canonical,LastCrawl,Robots,Reason,Evidence
https://familyboard.win/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/features/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/guides/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/tools/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/features/maintenance-tracker/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/guides/home-maintenance-log/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/tools/home-maintenance-schedule-generator/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/features/home-inventory-tracker/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/features/warranty-tracker/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/tools/warranty-expiration-calculator/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/guides/digital-home-binder/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/guides/household-handoff/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/features/household-handoff/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/guides/air-purifier-filter-log/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/guides/solar-panel-maintenance-records/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/search/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/checklists/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/pricing/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
https://familyboard.win/roadmap/,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,GSC_AUTH_MISSING; readonly URL Inspection was not attempted without authenticated property access,NEEDS_EVIDENCE
